Cuisine 1,Cuisine 2,Item_count,item
italian,mexican,21,sausage tropical fruit pip fruit whole milk soft cheese processed cheese white bread pastry semi-finished bread oil mustard ketchup soda misc. beverages long life bakery product waffles chocolate specialty chocolate detergent napkins house keeping products
southern_us,mexican,2,canned beer shopping bags
southern_us,moroccan,2,salt cling film/bags
indian,russian,4,beef root vegetables whole milk margarine
southern_us,moroccan,1,shopping bags
italian,southern_us,3,curd semi-finished bread baking powder
southern_us,mexican,2,fruit/vegetable juice chewing gum
mexican,french,4,sausage whipped/sour cream bottled water potted plants
indian,greek,2,sausage yogurt
italian,vietnamese,28,sausage pip fruit root vegetables onions whole milk butter dessert soft cheese cream cheese specialty cheese domestic eggs salt pasta vinegar oil mustard ketchup canned vegetables pickled vegetables canned fish instant coffee tea misc. beverages bottled beer white wine chocolate abrasive cleaner hygiene articles
vietnamese,french,9,grapes whole milk butter rolls/buns coffee bottled water soda misc. beverages potted plants
french,indian,4,frankfurter whole milk cream cheese specialty chocolate
british,french,7,berries other vegetables yogurt whipped/sour cream bottled water waffles seasonal products
chinese,vietnamese,3,citrus fruit root vegetables other vegetables
mexican,french,1,canned beer
mexican,french,1,canned beer
italian,chinese,2,tropical fruit curd
southern_us,italian,6,whole milk brown bread dog food chocolate hygiene articles potted plants
indian,southern_us,6,whole milk rolls/buns soda canned beer liquor shopping bags
british,mexican,3,other vegetables bottled beer house keeping products
indian,british,4,citrus fruit root vegetables other vegetables whole milk
southern_us,british,11,pork beef root vegetables other vegetables whole milk UHT-milk frozen vegetables rice baking powder dog food soda
russian,french,4,beef other vegetables whipped/sour cream newspapers
chinese,irish,6,meat pip fruit other vegetables brown bread roll products soda
mexican,french,1,canned beer
indian,southern_us,3,whole milk butter rolls/buns
french,italian,3,curd cheese bottled water white wine
southern_us,french,12,citrus fruit tropical fruit onions UHT-milk specialty fat instant coffee bottled water soda fruit/vegetable juice bottled beer salty snack newspapers
italian,french,1,cooking chocolate
indian,brazilian,2,whole milk bottled water
mexican,french,1,sugar
mexican,chinese,4,chicken frozen vegetables frozen meals frozen dessert
indian,russian,6,citrus fruit tropical fruit other vegetables whole milk curd rolls/buns
french,russian,14,sausage chicken herbs other vegetables whole milk whipped/sour cream sliced cheese domestic eggs rolls/buns brown bread margarine soda waffles chocolate marshmallow
indian,southern_us,2,whole milk rolls/buns
indian,southern_us,1,whole milk
southern_us,italian,1,rolls/buns
chinese,filipino,8,pork root vegetables whole milk domestic eggs pasta ketchup hygiene articles newspapers
mexican,russian,5,root vegetables onions whole milk whipped/sour cream pickled vegetables
indian,french,7,citrus fruit root vegetables other vegetables whole milk margarine specialty fat hygiene articles
russian,french,6,citrus fruit tropical fruit whole milk yogurt whipped/sour cream preservation products
indian,british,2,whole milk butter milk
russian,southern_us,6,pork beef other vegetables whipped/sour cream waffles chewing gum
southern_us,japanese,5,citrus fruit other vegetables bottled water fruit/vegetable juice shopping bags
italian,mexican,9,frankfurter pip fruit root vegetables other vegetables curd butter milk spread cheese soups house keeping products
indian,greek,3,citrus fruit other vegetables yogurt
korean,russian,10,sausage meat pork beef root vegetables other vegetables UHT-milk flour detergent shopping bags
indian,southern_us,7,chicken curd butter milk UHT-milk rolls/buns fruit/vegetable juice newspapers
indian,russian,4,other vegetables whole milk yogurt rolls/buns
french,italian,5,onions other vegetables rolls/buns coffee specialty chocolate
italian,mexican,4,hamburger meat dessert soda fruit/vegetable juice
southern_us,italian,6,frankfurter curd rolls/buns brown bread mustard candy
mexican,french,1,canned beer
french,italian,3,bottled water canned beer white wine
irish,southern_us,1,soda
italian,southern_us,6,turkey other vegetables butter rolls/buns pastry oil
mexican,southern_us,2,rolls/buns fruit/vegetable juice
indian,italian,2,frozen vegetables rolls/buns
southern_us,vietnamese,3,other vegetables curd margarine
russian,mexican,8,pork hamburger meat tropical fruit pip fruit other vegetables whipped/sour cream beverages white bread
irish,southern_us,1,soda
indian,brazilian,8,turkey root vegetables other vegetables whole milk butter milk UHT-milk brown bread bottled water
italian,french,4,sausage rolls/buns pastry bottled water
russian,southern_us,5,whole milk whipped/sour cream domestic eggs white bread photo/film
mexican,chinese,1,newspapers
italian,french,1,coffee
italian,mexican,5,hamburger meat root vegetables other vegetables whole milk sliced cheese
indian,spanish,5,turkey pip fruit other vegetables whole milk frozen vegetables
mexican,southern_us,8,sausage tropical fruit other vegetables beverages processed cheese rolls/buns soda chewing gum
indian,southern_us,7,whole milk butter milk salt sugar soda long life bakery product waffles
italian,southern_us,12,sausage pork hamburger meat citrus fruit other vegetables whole milk soft cheese domestic eggs rolls/buns sugar cat food chocolate
indian,brazilian,3,other vegetables whole milk bottled water
southern_us,moroccan,1,shopping bags
indian,italian,5,pork whole milk curd cheese frozen vegetables cat food
southern_us,filipino,2,pork soda
mexican,italian,4,beef hamburger meat other vegetables sliced cheese
southern_us,cajun_creole,16,sausage chicken tropical fruit berries root vegetables onions whole milk butter yogurt hard cheese domestic eggs vinegar spices long life bakery product dish cleaner newspapers
indian,british,2,whole milk bottled beer
irish,southern_us,1,soda
mexican,french,1,canned beer
chinese,british,10,beef berries root vegetables onions flour mustard soda bottled beer salty snack popcorn
italian,indian,9,frankfurter finished products chicken other vegetables whole milk curd flour pasta salty snack
italian,filipino,1,other vegetables
indian,greek,7,other vegetables whole milk curd yogurt cream cheese pastry salty snack
indian,british,5,root vegetables whole milk domestic eggs female sanitary products newspapers
british,irish,6,pip fruit soda bottled beer canned beer waffles chocolate
french,southern_us,12,sausage pork tropical fruit root vegetables herbs whole milk curd yogurt whipped/sour cream chewing gum male cosmetics newspapers
southern_us,jamaican,9,other vegetables butter soda bottled beer liquor rum chocolate marshmallow hygiene articles newspapers
southern_us,filipino,1,pork
indian,british,7,meat whole milk sliced cheese brown bread pastry fruit/vegetable juice newspapers
french,russian,13,pork other vegetables whole milk butter whipped/sour cream hard cheese cat food pet care coffee liquor napkins dishes kitchen towels
southern_us,italian,5,dessert rolls/buns napkins newspapers shopping bags
italian,mexican,5,other vegetables cream cheese margarine canned vegetables bottled beer
brazilian,vietnamese,6,condensed milk rolls/buns brown bread coffee bottled water soda
italian,filipino,2,ice cream brown bread
chinese,southern_us,9,chicken whole milk frozen meals domestic eggs brown bread ketchup dog food misc. beverages napkins
filipino,brazilian,6,root vegetables whole milk condensed milk frozen vegetables rolls/buns white bread
southern_us,mexican,23,frankfurter chicken beef citrus fruit tropical fruit root vegetables other vegetables curd dessert whipped/sour cream soft cheese cream cheese frozen vegetables frozen meals frozen potato products domestic eggs white bread semi-finished bread oil instant coffee soda fruit/vegetable juice flower (seeds)
mexican,italian,1,hamburger meat
southern_us,brazilian,5,UHT-milk ice cream bottled water soda shopping bags
chinese,indian,9,frankfurter sausage chicken citrus fruit root vegetables other vegetables frozen vegetables rice newspapers
french,southern_us,2,pastry soda
italian,mexican,3,other vegetables rolls/buns bottled beer
southern_us,indian,4,onions other vegetables soda fruit/vegetable juice
mexican,french,4,pastry canned beer male cosmetics newspapers
filipino,brazilian,9,citrus fruit root vegetables whole milk yogurt whipped/sour cream condensed milk rolls/buns flour long life bakery product
mexican,italian,1,hamburger meat
french,british,7,chicken citrus fruit root vegetables other vegetables butter sweet spreads coffee
southern_us,cajun_creole,5,whole milk white bread flour sugar potted plants
southern_us,british,8,chicken whole milk semi-finished bread jam coffee soda napkins shopping bags
southern_us,moroccan,1,shopping bags
chinese,cajun_creole,6,citrus fruit root vegetables margarine misc. beverages long life bakery product waffles
southern_us,french,9,citrus fruit root vegetables herbs other vegetables butter whipped/sour cream mayonnaise rum waffles
mexican,french,6,chicken yogurt whipped/sour cream frozen dessert soda potted plants
mexican,british,1,bottled beer
italian,southern_us,1,specialty chocolate
indian,none,3,other vegetables whole milk yogurt
indian,brazilian,7,pork root vegetables whole milk UHT-milk frozen meals softener shopping bags
indian,southern_us,1,whole milk
russian,mexican,9,beef tropical fruit pip fruit root vegetables other vegetables whole milk yogurt whipped/sour cream mayonnaise
southern_us,mexican,10,sausage meat tropical fruit rolls/buns margarine bottled water bottled beer skin care hygiene articles shopping bags
indian,russian,7,root vegetables herbs other vegetables whole milk butter milk whipped/sour cream shopping bags
southern_us,russian,10,chicken pip fruit whole milk rolls/buns brown bread pastry semi-finished bread margarine bottled water newspapers
french,southern_us,7,turkey beef other vegetables whipped/sour cream baking powder cat food chocolate
irish,southern_us,1,soda
indian,italian,9,root vegetables herbs whole milk butter curd rolls/buns soda chocolate candy
indian,southern_us,6,sausage whole milk semi-finished bread flour fruit/vegetable juice napkins
french,none,5,pastry soda canned beer white wine newspapers
southern_us,brazilian,9,sausage citrus fruit pip fruit whole milk dessert domestic eggs brown bread margarine specialty chocolate
indian,greek,2,yogurt rolls/buns
russian,french,11,pip fruit root vegetables other vegetables whole milk butter whipped/sour cream sliced cheese domestic eggs soups coffee detergent
french,southern_us,10,sausage whole milk yogurt hard cheese domestic eggs brown bread salty snack waffles chocolate newspapers
french,mexican,11,ham chicken citrus fruit other vegetables whole milk yogurt whipped/sour cream bottled beer chocolate softener potted plants
italian,french,10,meat whole milk dessert soft cheese frozen meals rolls/buns misc. beverages long life bakery product chocolate specialty bar
italian,brazilian,5,other vegetables butter fruit/vegetable juice salty snack chocolate
southern_us,vietnamese,9,meat chicken citrus fruit other vegetables whole milk yogurt frozen vegetables white bread napkins
southern_us,italian,1,rolls/buns
mexican,french,9,chicken hamburger meat grapes other vegetables whipped/sour cream brown bread canned beer sparkling wine flower (seeds)
indian,none,4,sausage root vegetables whole milk yogurt
mexican,french,1,canned beer
indian,greek,1,yogurt
italian,mexican,6,chicken hamburger meat other vegetables frozen vegetables rolls/buns pastry
